detector_id,detector_type,detector_status,detector_direction,detector_movement,location_name,atd_location_id,signal_id,created_date,modified_date,ip_comm_status,comm_status_datetime_utc,location_latitude,location_longitude,LOCATION
5275,LOOP,OK,WESTBOUND,THRU / RIGHT TURN,IH 35 SVRD / YAGER LN,LOC16-002585,528,06/14/2017 12:00:00 AM,05/23/2023 08:06:00 PM +0000,,,,,POINT (-97.673821 30.399185)
5276,LOOP,INACTIVE,EASTBOUND,THRU / RIGHT TURN, RED RIVER ST / CLYDE LITTLEFIELD DR,LOC16-000350,71,06/14/2017 12:00:00 AM,07/13/2021 02:39:00 PM +0000,,,,,POINT (-97.727966 30.283228)
5290,LOOP,BROKEN,SOUTHBOUND,LEFT TURN, DEAN KEETON ST / MEDICAL ARTS ST,LOC16-000320,65,06/14/2017 12:00:00 AM,05/23/2023 07:07:00 PM +0000,,,,,POINT (-97.729134 30.28833)
5291,VIDEO,OK,NORTHBOUND,LEFT TURN, BRAKER LN / DESSAU RD,LOC16-002580,527,06/14/2017 12:00:00 AM,08/09/2023 02:41:00 PM +0000,,,,,POINT (-97.665733 30.372438)
5292,VIDEO,OK,NORTHBOUND,THRU ONLY, BRAKER LN / DESSAU RD,LOC16-002580,527,06/14/2017 12:00:00 AM,08/09/2023 02:42:00 PM +0000,,,,,POINT (-97.665733 30.372438)
5293,VIDEO,OK,SOUTHBOUND,LEFT TURN, BRAKER LN / DESSAU RD,LOC16-002580,527,06/14/2017 12:00:00 AM,08/09/2023 02:43:00 PM +0000,,,,,POINT (-97.665733 30.372438)
5294,VIDEO,OK,SOUTHBOUND,THRU ONLY, BRAKER LN / DESSAU RD,LOC16-002580,527,06/14/2017 12:00:00 AM,08/09/2023 02:43:00 PM +0000,,,,,POINT (-97.665733 30.372438)
5295,LOOP,OK,EASTBOUND,LEFT TURN, BRAKER LN / DESSAU RD,LOC16-002580,527,06/14/2017 12:00:00 AM,08/09/2023 02:43:00 PM +0000,,,,,POINT (-97.665733 30.372438)
5296,LOOP,OK,EASTBOUND,RIGHT TURN, BRAKER LN / DESSAU RD,LOC16-002580,527,06/14/2017 12:00:00 AM,08/09/2023 02:44:00 PM +0000,,,,,POINT (-97.665733 30.372438)
5297,VIDEO,OK,SOUTHBOUND,THRU / RIGHT TURN, RED RIVER ST / 41ST ST,LOC16-000310,63,06/14/2017 12:00:00 AM,07/31/2023 02:56:00 PM +0000,,,,,POINT (-97.722389 30.299683)
5298,VIDEO,OK,NORTHBOUND,THRU / RIGHT TURN, RED RIVER ST / 41ST ST,LOC16-000310,63,06/14/2017 12:00:00 AM,07/31/2023 02:53:00 PM +0000,,,,,POINT (-97.722389 30.299683)
5299,VIDEO,OK,EASTBOUND,LEFT TURN, RED RIVER ST / 41ST ST,LOC16-000310,63,06/14/2017 12:00:00 AM,07/31/2023 02:57:00 PM +0000,,,,,POINT (-97.722389 30.299683)
5300,VIDEO,OK,EASTBOUND,THRU / RIGHT TURN, RED RIVER ST / 41ST ST,LOC16-000310,63,06/14/2017 12:00:00 AM,07/31/2023 02:58:00 PM +0000,,,,,POINT (-97.722389 30.299683)
5301,LOOP,REMOVED,SOUTHBOUND,THRU / RIGHT TURN, DEAN KEETON ST / UNIVERSITY AVE,LOC16-000305,62,06/14/2017 12:00:00 AM,03/09/2020 04:29:00 PM +0000,,,,,POINT (-97.739075 30.289627)
5302,LOOP,REMOVED,NORTHBOUND,THRU / RIGHT TURN, DEAN KEETON ST / UNIVERSITY AVE,LOC16-000305,62,06/14/2017 12:00:00 AM,03/09/2020 04:30:00 PM +0000,,,,,POINT (-97.739075 30.289627)
5307,LOOP,INACTIVE,NORTHBOUND,LEFT TURN, BRAKER LN / MOPAC EXPY SVRD,LOC16-002575,526,06/14/2017 12:00:00 AM,05/23/2023 07:15:00 PM +0000,,,,,POINT (-97.733398 30.396101)
5308,LOOP,INACTIVE,NORTHBOUND,THRU / RIGHT TURN, BRAKER LN / MOPAC EXPY SVRD,LOC16-002575,526,06/14/2017 12:00:00 AM,05/23/2023 07:16:00 PM +0000,,,,,POINT (-97.733398 30.396101)
5309,LOOP,INACTIVE,SOUTHBOUND,LEFT TURN, BRAKER LN / MOPAC EXPY SVRD,LOC16-002575,526,06/14/2017 12:00:00 AM,05/23/2023 07:16:00 PM +0000,,,,,POINT (-97.733398 30.396101)
5310,LOOP,INACTIVE,SOUTHBOUND,THRU / RIGHT TURN, BRAKER LN / MOPAC EXPY SVRD,LOC16-002575,526,06/14/2017 12:00:00 AM,05/23/2023 07:17:00 PM +0000,,,,,POINT (-97.733398 30.396101)
5311,LOOP,INACTIVE,EASTBOUND,LEFT TURN, BRAKER LN / MOPAC EXPY SVRD,LOC16-002575,526,06/14/2017 12:00:00 AM,05/23/2023 07:17:00 PM +0000,,,,,POINT (-97.733398 30.396101)
5312,LOOP,INACTIVE,EASTBOUND,THRU / RIGHT TURN, BRAKER LN / MOPAC EXPY SVRD,LOC16-002575,526,06/14/2017 12:00:00 AM,05/23/2023 07:18:00 PM +0000,,,,,POINT (-97.733398 30.396101)
5313,LOOP,INACTIVE,WESTBOUND,LEFT TURN, BRAKER LN / MOPAC EXPY SVRD,LOC16-002575,526,06/14/2017 12:00:00 AM,05/23/2023 07:18:00 PM +0000,,,,,POINT (-97.733398 30.396101)
5314,LOOP,INACTIVE,WESTBOUND,THRU / RIGHT TURN, BRAKER LN / MOPAC EXPY SVRD,LOC16-002575,526,06/14/2017 12:00:00 AM,05/23/2023 07:18:00 PM +0000,,,,,POINT (-97.733398 30.396101)
5316,LOOP,OK,NORTHBOUND,THRU / RIGHT TURN, 38TH ST / DUVAL ST,LOC16-000290,59,06/14/2017 12:00:00 AM,06/01/2023 05:09:00 PM +0000,,,,,POINT (-97.729775 30.298708)
5317,VIDEO,OK,SOUTHBOUND,THRU / RIGHT TURN, 38TH ST / SPEEDWAY ,LOC16-000285,58,06/14/2017 12:00:00 AM,05/30/2023 10:15:00 PM +0000,,,,,POINT (-97.733551 30.30053)
5318,LOOP,INACTIVE,EASTBOUND,"THRU / LEFT TURN, THRU / RIGHT TURN", 38TH ST / SPEEDWAY ,LOC16-000285,58,06/14/2017 12:00:00 AM,05/30/2023 10:17:00 PM +0000,,,,,POINT (-97.733551 30.30053)
5319,LOOP,INACTIVE,NORTHBOUND,LEFT TURN, BRAKER LN / MOPAC EXPY SVRD,LOC16-002570,525,06/14/2017 12:00:00 AM,06/10/2022 10:53:00 PM +0000,,,,,POINT (-97.732124 30.395491)
5320,LOOP,INACTIVE,NORTHBOUND,THRU / RIGHT TURN, BRAKER LN / MOPAC EXPY SVRD,LOC16-002570,525,06/14/2017 12:00:00 AM,06/10/2022 10:53:00 PM +0000,,,,,POINT (-97.732124 30.395491)
5321,LOOP,INACTIVE,SOUTHBOUND,LEFT TURN, BRAKER LN / MOPAC EXPY SVRD,LOC16-002570,525,06/14/2017 12:00:00 AM,06/10/2022 10:54:00 PM +0000,,,,,POINT (-97.732124 30.395491)
5322,LOOP,INACTIVE,SOUTHBOUND,THRU / RIGHT TURN, BRAKER LN / MOPAC EXPY SVRD,LOC16-002570,525,06/14/2017 12:00:00 AM,06/10/2022 10:54:00 PM +0000,,,,,POINT (-97.732124 30.395491)
5323,LOOP,INACTIVE,EASTBOUND,LEFT TURN, BRAKER LN / MOPAC EXPY SVRD,LOC16-002570,525,06/14/2017 12:00:00 AM,06/10/2022 10:55:00 PM +0000,,,,,POINT (-97.732124 30.395491)
5324,LOOP,INACTIVE,EASTBOUND,THRU / RIGHT TURN, BRAKER LN / MOPAC EXPY SVRD,LOC16-002570,525,06/14/2017 12:00:00 AM,06/10/2022 10:55:00 PM +0000,,,,,POINT (-97.732124 30.395491)
5325,LOOP,INACTIVE,WESTBOUND,LEFT TURN, BRAKER LN / MOPAC EXPY SVRD,LOC16-002570,525,06/14/2017 12:00:00 AM,06/10/2022 10:56:00 PM +0000,,,,,POINT (-97.732124 30.395491)
5326,LOOP,INACTIVE,WESTBOUND,THRU / RIGHT TURN, BRAKER LN / MOPAC EXPY SVRD,LOC16-002570,525,06/14/2017 12:00:00 AM,06/10/2022 10:57:00 PM +0000,,,,,POINT (-97.732124 30.395491)
5327,LOOP,OK,NORTHBOUND,THRU / RIGHT TURN, 38TH ST / SPEEDWAY ,LOC16-000285,58,06/14/2017 12:00:00 AM,05/30/2023 10:17:00 PM +0000,,,,,POINT (-97.733551 30.30053)
5328,LOOP,OK,NORTHBOUND,LEFT TURN, 38TH ST / SPEEDWAY ,LOC16-000285,58,06/14/2017 12:00:00 AM,05/30/2023 10:18:00 PM +0000,,,,,POINT (-97.733551 30.30053)
5338,VIDEO,OK,SOUTHBOUND,LEFT TURN, DEAN KEETON ST / SPEEDWAY ,LOC16-000270,55,06/14/2017 12:00:00 AM,05/26/2023 05:02:00 PM +0000,,,,,POINT (-97.736809 30.289457)
5339,VIDEO,OK,SOUTHBOUND,THRU / RIGHT TURN, DEAN KEETON ST / SPEEDWAY ,LOC16-000270,55,06/14/2017 12:00:00 AM,05/26/2023 05:03:00 PM +0000,,,,,POINT (-97.736809 30.289457)
5348,LOOP,OK,SOUTHBOUND,LEFT TURN, DEAN KEETON ST / SAN JACINTO BLVD,LOC16-000265,54,06/14/2017 12:00:00 AM,05/25/2023 08:34:00 PM +0000,,,,,POINT (-97.734612 30.289316)
5349,LOOP,OK,NORTHBOUND,LEFT TURN, DEAN KEETON ST / SAN JACINTO BLVD,LOC16-000265,54,06/14/2017 12:00:00 AM,05/25/2023 08:34:00 PM +0000,,,,,POINT (-97.734612 30.289316)
5350,LOOP,BROKEN,WESTBOUND,LEFT TURN, DEAN KEETON ST / SAN JACINTO BLVD,LOC16-000265,54,06/14/2017 12:00:00 AM,05/25/2023 08:35:00 PM +0000,,,,,POINT (-97.734612 30.289316)
5359,LOOP,OK,SOUTHBOUND,LEFT TURN, MARTIN LUTHER KING JR BLVD / CHESTNUT AVE,LOC16-000255,52,06/14/2017 12:00:00 AM,05/23/2023 08:37:00 PM +0000,,,,,POINT (-97.71727 30.280438)
5360,LOOP,OK,SOUTHBOUND,THRU / RIGHT TURN, MARTIN LUTHER KING JR BLVD / CHESTNUT AVE,LOC16-000255,52,06/14/2017 12:00:00 AM,05/23/2023 08:37:00 PM +0000,,,,,POINT (-97.71727 30.280438)
5361,VIDEO,OK,NORTHBOUND,LEFT TURN, MARTIN LUTHER KING JR BLVD / CHESTNUT AVE,LOC16-000255,52,06/14/2017 12:00:00 AM,06/14/2023 02:46:00 PM +0000,,,,,POINT (-97.71727 30.280438)
5362,VIDEO,OK,NORTHBOUND,THRU / RIGHT TURN, MARTIN LUTHER KING JR BLVD / CHESTNUT AVE,LOC16-000255,52,06/14/2017 12:00:00 AM,06/14/2023 02:46:00 PM +0000,,,,,POINT (-97.71727 30.280438)
5363,VIDEO,OK - MINOR ISSUE,EASTBOUND,THRU / RIGHT TURN, MARTIN LUTHER KING JR BLVD / CHICON ST,LOC16-000250,51,06/14/2017 12:00:00 AM,06/26/2023 02:33:00 PM +0000,,,,,POINT (-97.721237 30.279806)
5364,VIDEO,OK - MINOR ISSUE,WESTBOUND,THRU / RIGHT TURN, MARTIN LUTHER KING JR BLVD / CHICON ST,LOC16-000250,51,06/14/2017 12:00:00 AM,06/26/2023 02:34:00 PM +0000,,,,,POINT (-97.721237 30.279806)
5365,LOOP,REMOVED,SOUTHBOUND,LEFT TURN, MARTIN LUTHER KING JR BLVD / CHICON ST,LOC16-000250,51,06/14/2017 12:00:00 AM,09/14/2021 03:40:00 PM +0000,,,,,POINT (-97.721237 30.279806)
5366,VIDEO,OK - MINOR ISSUE,NORTHBOUND,THRU / RIGHT TURN, MARTIN LUTHER KING JR BLVD / CHICON ST,LOC16-000250,51,06/14/2017 12:00:00 AM,06/26/2023 02:34:00 PM +0000,,,,,POINT (-97.721237 30.279806)
5367,LOOP,OK,WESTBOUND,LEFT TURN, GUADALUPE ST / 45TH ST,LOC16-000245,50,06/14/2017 12:00:00 AM,06/26/2023 06:27:00 PM +0000,,,,,POINT (-97.732979 30.310843)
5368,LOOP,OK,WESTBOUND,THRU / RIGHT TURN, GUADALUPE ST / 45TH ST,LOC16-000245,50,06/14/2017 12:00:00 AM,06/26/2023 06:28:00 PM +0000,,,,,POINT (-97.732979 30.310843)
5369,LOOP,OK,EASTBOUND,LEFT TURN, GUADALUPE ST / 45TH ST,LOC16-000245,50,06/14/2017 12:00:00 AM,06/26/2023 06:28:00 PM +0000,,,,,POINT (-97.732979 30.310843)
5370,LOOP,OK,EASTBOUND,THRU / RIGHT TURN, GUADALUPE ST / 45TH ST,LOC16-000245,50,06/14/2017 12:00:00 AM,06/26/2023 06:28:00 PM +0000,,,,,POINT (-97.732979 30.310843)
5371,LOOP,OK,WESTBOUND,THRU / RIGHT TURN, GUADALUPE ST / 41ST ST,LOC16-000240,49,06/14/2017 12:00:00 AM,06/30/2023 02:23:00 PM +0000,,,,,POINT (-97.735794 30.306391)
5392,LOOP,INACTIVE,NORTHBOUND,THRU / LEFT TURN, BRAKER LN / SETON CENTER PKWY,LOC16-002560,523,06/14/2017 12:00:00 AM,12/01/2021 06:19:00 PM +0000,,,,,POINT (-97.742523 30.400265)
5393,LOOP,INACTIVE,NORTHBOUND,RIGHT TURN, BRAKER LN / SETON CENTER PKWY,LOC16-002560,523,06/14/2017 12:00:00 AM,12/01/2021 06:21:00 PM +0000,,,,,POINT (-97.742523 30.400265)
5394,LOOP,INACTIVE,SOUTHBOUND,LEFT TURN, BRAKER LN / SETON CENTER PKWY,LOC16-002560,523,06/14/2017 12:00:00 AM,12/01/2021 06:25:00 PM +0000,,,,,POINT (-97.742523 30.400265)
5395,LOOP,INACTIVE,SOUTHBOUND,THRU / RIGHT TURN, BRAKER LN / SETON CENTER PKWY,LOC16-002560,523,06/14/2017 12:00:00 AM,12/01/2021 06:25:00 PM +0000,,,,,POINT (-97.742523 30.400265)
5396,LOOP,INACTIVE,EASTBOUND,LEFT TURN, BRAKER LN / SETON CENTER PKWY,LOC16-002560,523,06/14/2017 12:00:00 AM,12/03/2021 03:56:00 PM +0000,,,,,POINT (-97.742523 30.400265)
5397,LOOP,INACTIVE,EASTBOUND,THRU / RIGHT TURN, BRAKER LN / SETON CENTER PKWY,LOC16-002560,523,06/14/2017 12:00:00 AM,12/03/2021 03:55:00 PM +0000,,,,,POINT (-97.742523 30.400265)
5398,LOOP,INACTIVE,WESTBOUND,LEFT TURN, BRAKER LN / SETON CENTER PKWY,LOC16-002560,523,06/14/2017 12:00:00 AM,12/03/2021 03:54:00 PM +0000,,,,,POINT (-97.742523 30.400265)
5399,LOOP,INACTIVE,WESTBOUND,THRU / RIGHT TURN, BRAKER LN / SETON CENTER PKWY,LOC16-002560,523,06/14/2017 12:00:00 AM,12/03/2021 03:53:00 PM +0000,,,,,POINT (-97.742523 30.400265)
5408,LOOP,INACTIVE,WESTBOUND,LEFT TURN, GUADALUPE ST / 27TH ST,LOC16-000210,43,06/14/2017 12:00:00 AM,12/20/2022 03:51:00 PM +0000,,,,,POINT (-97.74115 30.291985)
5409,LOOP,INACTIVE,WESTBOUND,THRU / RIGHT TURN, GUADALUPE ST / 27TH ST,LOC16-000210,43,06/14/2017 12:00:00 AM,12/20/2022 03:51:00 PM +0000,,,,,POINT (-97.74115 30.291985)
5410,VIDEO,OK,SOUTHBOUND,LEFT TURN, GUADALUPE ST / 27TH ST,LOC16-000210,43,06/14/2017 12:00:00 AM,06/19/2023 08:38:00 PM +0000,,,,,POINT (-97.74115 30.291985)
5411,LOOP,INACTIVE,NORTHBOUND,LEFT TURN, GUADALUPE ST / 27TH ST,LOC16-000210,43,06/14/2017 12:00:00 AM,06/21/2021 09:26:00 PM +0000,,,,,POINT (-97.74115 30.291985)
5476,NO DETECTORS,OK,NORTHBOUND,LEFT TURN, 24TH ST / NUECES ST,LOC16-000155,32,06/14/2017 12:00:00 AM,06/14/2017 05:00:00 AM +0000,,,,,POINT (-97.74366 30.287827)
5477,NO DETECTORS,OK,NORTHBOUND,THRU / RIGHT TURN, 24TH ST / NUECES ST,LOC16-000155,32,06/14/2017 12:00:00 AM,06/14/2017 05:00:00 AM +0000,,,,,POINT (-97.74366 30.287827)
5478,NO DETECTORS,OK,SOUTHBOUND,LEFT TURN, 24TH ST / NUECES ST,LOC16-000155,32,06/14/2017 12:00:00 AM,06/14/2017 05:00:00 AM +0000,,,,,POINT (-97.74366 30.287827)
5479,NO DETECTORS,OK,SOUTHBOUND,THRU / RIGHT TURN, 24TH ST / NUECES ST,LOC16-000155,32,06/14/2017 12:00:00 AM,06/14/2017 05:00:00 AM +0000,,,,,POINT (-97.74366 30.287827)
5480,NO DETECTORS,OK,EASTBOUND,LEFT TURN, 24TH ST / NUECES ST,LOC16-000155,32,06/14/2017 12:00:00 AM,06/14/2017 05:00:00 AM +0000,,,,,POINT (-97.74366 30.287827)
5481,NO DETECTORS,OK,EASTBOUND,THRU / RIGHT TURN, 24TH ST / NUECES ST,LOC16-000155,32,06/14/2017 12:00:00 AM,06/14/2017 05:00:00 AM +0000,,,,,POINT (-97.74366 30.287827)
5482,NO DETECTORS,OK,WESTBOUND,LEFT TURN, 24TH ST / NUECES ST,LOC16-000155,32,06/14/2017 12:00:00 AM,06/14/2017 05:00:00 AM +0000,,,,,POINT (-97.74366 30.287827)
5483,NO DETECTORS,OK,WESTBOUND,THRU / RIGHT TURN, 24TH ST / NUECES ST,LOC16-000155,32,06/14/2017 12:00:00 AM,06/14/2017 05:00:00 AM +0000,,,,,POINT (-97.74366 30.287827)
5493,VIDEO,VERIFICATION NEEDED,NORTHBOUND,LEFT TURN, WELLS BRANCH PKWY / SURRENDER AVE,LOC16-002555,522,06/14/2017 12:00:00 AM,06/26/2023 02:22:00 PM +0000,,,,,POINT (-97.682915 30.435963)
5494,VIDEO,VERIFICATION NEEDED,NORTHBOUND,THRU / RIGHT TURN, WELLS BRANCH PKWY / SURRENDER AVE,LOC16-002555,522,06/14/2017 12:00:00 AM,06/26/2023 02:22:00 PM +0000,,,,,POINT (-97.682915 30.435963)
5495,VIDEO,VERIFICATION NEEDED,SOUTHBOUND,LEFT TURN, WELLS BRANCH PKWY / SURRENDER AVE,LOC16-002555,522,06/14/2017 12:00:00 AM,06/26/2023 02:22:00 PM +0000,,,,,POINT (-97.682915 30.435963)
5496,VIDEO,VERIFICATION NEEDED,SOUTHBOUND,THRU / RIGHT TURN, WELLS BRANCH PKWY / SURRENDER AVE,LOC16-002555,522,06/14/2017 12:00:00 AM,06/26/2023 02:22:00 PM +0000,,,,,POINT (-97.682915 30.435963)
5497,VIDEO,VERIFICATION NEEDED,EASTBOUND,LEFT TURN, WELLS BRANCH PKWY / SURRENDER AVE,LOC16-002555,522,06/14/2017 12:00:00 AM,06/26/2023 02:26:00 PM +0000,,,,,POINT (-97.682915 30.435963)
5498,VIDEO,VERIFICATION NEEDED,EASTBOUND,"SETBACK, THRU / RIGHT TURN", WELLS BRANCH PKWY / SURRENDER AVE,LOC16-002555,522,06/14/2017 12:00:00 AM,06/26/2023 02:25:00 PM +0000,,,,,POINT (-97.682915 30.435963)
5499,VIDEO,VERIFICATION NEEDED,WESTBOUND,LEFT TURN, WELLS BRANCH PKWY / SURRENDER AVE,LOC16-002555,522,06/14/2017 12:00:00 AM,06/26/2023 02:26:00 PM +0000,,,,,POINT (-97.682915 30.435963)
5500,VIDEO,VERIFICATION NEEDED,WESTBOUND,"SETBACK, THRU / RIGHT TURN", WELLS BRANCH PKWY / SURRENDER AVE,LOC16-002555,522,06/14/2017 12:00:00 AM,06/26/2023 02:26:00 PM +0000,,,,,POINT (-97.682915 30.435963)
5502,LOOP,OK,NORTHBOUND,LEFT TURN, STASSNEY LN / NUCKOLS CROSSING RD,LOC16-002550,521,06/14/2017 12:00:00 AM,06/26/2023 02:27:00 PM +0000,,,,,POINT (-97.738884 30.193211)
5503,LOOP,OK,NORTHBOUND,THRU / RIGHT TURN, STASSNEY LN / NUCKOLS CROSSING RD,LOC16-002550,521,06/14/2017 12:00:00 AM,06/26/2023 02:28:00 PM +0000,,,,,POINT (-97.738884 30.193211)
5504,LOOP,REMOVED,EASTBOUND,SETBACK, STASSNEY LN / NUCKOLS CROSSING RD,LOC16-002550,521,07/31/2018 12:00:00 AM,08/29/2022 06:31:00 PM +0000,,,,,POINT (-97.738884 30.193211)
5505,LOOP,OK,SOUTHBOUND,"LEFT TURN, THRU / RIGHT TURN", STASSNEY LN / NUCKOLS CROSSING RD,LOC16-002550,521,06/14/2017 12:00:00 AM,06/26/2023 02:28:00 PM +0000,,,,,POINT (-97.738884 30.193211)
5506,LOOP,REMOVED,EASTBOUND,LEFT TURN, STASSNEY LN / NUCKOLS CROSSING RD,LOC16-002550,521,06/14/2017 12:00:00 AM,08/29/2022 07:38:00 PM +0000,,,,,POINT (-97.738884 30.193211)
5507,LOOP,OK,WESTBOUND,SETBACK, STASSNEY LN / NUCKOLS CROSSING RD,LOC16-002550,521,07/31/2018 12:00:00 AM,06/26/2023 02:28:00 PM +0000,,,,,POINT (-97.738884 30.193211)
5508,LOOP,REMOVED,WESTBOUND,LEFT TURN, STASSNEY LN / NUCKOLS CROSSING RD,LOC16-002550,521,06/14/2017 12:00:00 AM,08/29/2022 07:38:00 PM +0000,,,,,POINT (-97.738884 30.193211)
5510,VIDEO,REMOVED,WESTBOUND,LEFT TURN, MARTIN LUTHER KING JR BLVD / CONGRESS AVE (MLK/Capitol Mall),LOC16-000120,25,06/14/2017 12:00:00 AM,06/07/2020 04:20:00 PM +0000,,,,,POINT (-97.738106 30.280687)
5511,LOOP,REMOVED,NORTHBOUND,STOP BAR, MARTIN LUTHER KING JR BLVD / CONGRESS AVE (MLK/Capitol Mall),LOC16-000120,25,06/14/2017 12:00:00 AM,06/07/2020 04:20:00 PM +0000,,,,,POINT (-97.738106 30.280687)
5513,LOOP,REMOVED,NORTHBOUND,LEFT TURN, LAVACA ST / MARTIN LUTHER KING JR BLVD,LOC16-000115,24,06/14/2017 12:00:00 AM,06/07/2020 04:18:00 PM +0000,,,,,POINT (-97.740509 30.281328)
5514,LOOP,REMOVED,NORTHBOUND,THRU / RIGHT TURN, LAVACA ST / MARTIN LUTHER KING JR BLVD,LOC16-000115,24,06/14/2017 12:00:00 AM,06/07/2020 04:18:00 PM +0000,,,,,POINT (-97.740509 30.281328)
5523,VIDEO,OK,SOUTHBOUND,THRU / RIGHT TURN, MARTIN LUTHER KING JR BLVD / NUECES ST,LOC16-000100,21,06/14/2017 12:00:00 AM,06/29/2023 02:10:00 PM +0000,,,,,POINT (-97.743744 30.282238)
5524,LOOP,REMOVED,NORTHBOUND,THRU / RIGHT TURN, MARTIN LUTHER KING JR BLVD / NUECES ST,LOC16-000100,21,06/14/2017 12:00:00 AM,04/20/2021 02:03:00 PM +0000,,,,,POINT (-97.743744 30.282238)
5525,LOOP,OK,NORTHBOUND,LEFT TURN, MARTIN LUTHER KING JR BLVD / RIO GRANDE ST,LOC16-000095,20,06/14/2017 12:00:00 AM,06/22/2023 06:43:00 PM +0000,,,,,POINT (-97.744835 30.282545)
5526,VIDEO,OK,NORTHBOUND,THRU / RIGHT TURN, MARTIN LUTHER KING JR BLVD / RIO GRANDE ST,LOC16-000095,20,06/14/2017 12:00:00 AM,06/22/2023 06:57:00 PM +0000,,,,,POINT (-97.744835 30.282545)
5531,VIDEO,OK,SOUTHBOUND,THRU / RIGHT TURN, GUADALUPE ST / NORTH LOOP BLVD,LOC16-000070,15,06/14/2017 12:00:00 AM,06/19/2023 07:16:00 PM +0000,,,,,POINT (-97.726959 30.319952)
5532,VIDEO,OK,NORTHBOUND,THRU / RIGHT TURN, GUADALUPE ST / NORTH LOOP BLVD,LOC16-000070,15,06/14/2017 12:00:00 AM,06/19/2023 07:16:00 PM +0000,,,,,POINT (-97.726959 30.319952)
5533,VIDEO,OK,SOUTHBOUND,THRU / RIGHT TURN, AIRPORT BLVD / GUADALUPE ST,LOC16-000065,14,06/14/2017 12:00:00 AM,01/19/2023 02:48:00 PM +0000,,,,,POINT (-97.716927 30.33396)
5534,VIDEO,OK,NORTHBOUND,THRU / RIGHT TURN, AIRPORT BLVD / GUADALUPE ST,LOC16-000065,14,06/14/2017 12:00:00 AM,01/19/2023 02:49:00 PM +0000,,,,,POINT (-97.716927 30.33396)
5535,LOOP,OK,NORTHBOUND,THRU / RIGHT TURN, KOENIG LN / GROVER AVE,LOC16-000055,12,06/14/2017 12:00:00 AM,06/19/2023 02:10:00 PM +0000,,,,,POINT (-97.729485 30.329882)
5545,VIDEO,OK,WESTBOUND,THRU / RIGHT TURN, LAMAR BLVD / ST JOHNS AVE,LOC16-000050,11,06/14/2017 12:00:00 AM,06/07/2023 05:22:00 PM +0000,,,,,POINT (-97.717842 30.339407)
5546,LOOP,OK,NORTHBOUND,THRU / RIGHT TURN, AIRPORT BLVD / LAMAR BLVD,LOC16-000040,9,06/14/2017 12:00:00 AM,06/26/2023 01:59:00 PM +0000,,,,,POINT (-97.718872 30.337629)
5547,LOOP,BROKEN,EASTBOUND,THRU / RIGHT TURN, LAMAR BLVD / JUSTIN LN,LOC16-000035,8,06/14/2017 12:00:00 AM,06/30/2023 08:05:00 PM +0000,,,,,POINT (-97.719559 30.336702)
5548,LOOP,OK,EASTBOUND,LEFT TURN, LAMAR BLVD / JUSTIN LN,LOC16-000035,8,06/14/2017 12:00:00 AM,06/30/2023 08:05:00 PM +0000,,,,,POINT (-97.719559 30.336702)
5549,VIDEO,OK,EASTBOUND,THRU / RIGHT TURN, LAMAR BLVD / BRENTWOOD ST,LOC16-000030,7,06/14/2017 12:00:00 AM,06/19/2023 09:18:00 PM +0000,,,,,POINT (-97.721245 30.334)
5552,LOOP,REMOVED,SOUTHBOUND,LEFT TURN, KOENIG LN / LAMAR BLVD,LOC16-000020,5,06/14/2017 12:00:00 AM,07/19/2023 01:06:00 PM +0000,,,,,POINT (-97.726334 30.325943)
5553,LOOP,REMOVED,SOUTHBOUND,THRU / RIGHT TURN, KOENIG LN / LAMAR BLVD,LOC16-000020,5,06/14/2017 12:00:00 AM,07/19/2023 01:06:00 PM +0000,,,,,POINT (-97.726334 30.325943)
5554,VIDEO,OK,EASTBOUND,LEFT TURN, KOENIG LN / LAMAR BLVD,LOC16-000020,5,06/14/2017 12:00:00 AM,07/27/2023 07:01:00 PM +0000,,,,,POINT (-97.726334 30.325943)
5555,VIDEO,OK,EASTBOUND,THRU / RIGHT TURN, KOENIG LN / LAMAR BLVD,LOC16-000020,5,06/14/2017 12:00:00 AM,07/27/2023 07:02:00 PM +0000,,,,,POINT (-97.726334 30.325943)
5556,VIDEO,OK,NORTHBOUND,THRU / LEFT TURN, KOENIG LN / LAMAR BLVD,LOC16-000020,5,06/14/2017 12:00:00 AM,07/27/2023 07:03:00 PM +0000,,,,,POINT (-97.726334 30.325943)
5558,VIDEO,OK,SOUTHBOUND,THRU / LEFT TURN, LAMAR BLVD / NORTH LOOP BLVD,LOC16-000015,4,06/14/2017 12:00:00 AM,06/27/2023 03:25:00 PM +0000,,,,,POINT (-97.729393 30.321089)
5560,LOOP,REMOVED,SOUTHBOUND,LEFT TURN, PARMER LN / MOPAC EXPY SVRD,LOC16-002535,518,06/14/2017 12:00:00 AM,06/28/2020 06:43:00 PM +0000,,,,,POINT (-97.704598 30.420591)
5561,LOOP,REMOVED,SOUTHBOUND,THRU / RIGHT TURN, PARMER LN / MOPAC EXPY SVRD,LOC16-002535,518,06/14/2017 12:00:00 AM,06/28/2020 06:43:00 PM +0000,,,,,POINT (-97.704598 30.420591)
